# headword(s) / original English example / Chinese translation
dispose	Please dispose of used batteries in the collection box.	请把用过的电池放进回收箱处理。
dispute	The neighbours settled their dispute about the shared fence.	邻居们解决了关于共用围栏的纠纷。
distinct|distinction	The two sounds are distinct, but beginners may miss the distinction.	这两个音有明显差别，但初学者可能听不出区别。
distress	The news of the accident caused the family great distress.	事故的消息给这个家庭带来了极大痛苦。
distribute	Volunteers will distribute water to people waiting in line.	志愿者将向排队的人分发饮水。
divert	The police will divert traffic away from the damaged bridge.	警方将引导车辆绕开受损桥梁。
dividend	The company paid a dividend to its shareholders.	公司向股东支付了股息。
dizzy	Standing up too quickly made him feel dizzy.	起身太快让他感到头晕。
dock	The ship will dock here early tomorrow morning.	轮船明天一早会在这里靠岸。
documentary	We watched a documentary about life in the desert.	我们看了一部关于沙漠生活的纪录片。
domain	This question belongs to the domain of public health.	这个问题属于公共卫生领域。
domestic	The company sells most of its products on the domestic market.	公司的大部分产品销往国内市场。
dominant|dominate	One dominant company can dominate prices in a small market.	在一个小市场中，一家占优势的公司就能控制价格。
dose	The doctor changed the dose after reviewing the test results.	医生查看检查结果后调整了剂量。
downward	The graph shows a downward trend in fuel prices.	图表显示燃料价格呈下降趋势。
dramatic|drastic	The dramatic fall in sales forced the firm to make drastic cuts.	销售额骤降迫使公司大幅削减开支。
dread	Many students dread speaking in front of the whole class.	许多学生害怕在全班面前发言。
drift	We watched the empty boat drift slowly downstream.	我们看着空船缓缓顺流漂走。
drill	The school holds a fire drill every term.	学校每学期举行一次消防演习。
drought	The long drought left the fields dry and cracked.	长期干旱使田地干燥开裂。
duplicate	Keep a duplicate of the document in a safe place.	在安全的地方保留一份文件副本。
durable	These durable boots lasted through several winters.	这双耐穿的靴子用了好几个冬天。
duration	Please remain seated for the duration of the flight.	在飞行期间请坐在座位上。
dwelling	The old mill was converted into a family dwelling.	旧磨坊被改成了一处家庭住宅。
dynamic	The course explains the dynamic forces acting on a moving vehicle.	这门课程解释了作用于运动车辆的动力。
dynasty	The palace was built during an earlier dynasty.	这座宫殿建于更早的一个朝代。
echo	Our voices produced an echo inside the empty hall.	我们的声音在空大厅里产生了回响。
edit|edition	She will edit the new edition of the textbook.	她将编辑这本教材的新版。
efficiency	Better tools can improve efficiency without increasing working hours.	更好的工具能在不增加工时的情况下提高效率。
ego	His large ego made it difficult to accept criticism.	过强的自我意识让他难以接受批评。
elegant	The hotel has an elegant dining room overlooking the river.	旅馆有一个俯瞰河流的雅致餐厅。
elevate	The new qualification could elevate her professional status.	这项新资格可以提高她的职业地位。
elite	The academy trains a small elite of young musicians.	这所学院培养一小批年轻音乐精英。
embark	They plan to embark on a new research project.	他们计划开始一项新的研究项目。
embody	The building is intended to embody the idea of openness.	这座建筑旨在体现开放的理念。
emerge	A clear pattern began to emerge from the data.	数据中开始显现出一个清晰的模式。
empathy	Listening without interrupting can show empathy for another person's feelings.	不打断地倾听能体现对他人感受的共情。
employer	Her employer agreed to pay for the training course.	她的雇主同意支付培训课程费用。
enclose	Please enclose a copy of your receipt with the letter.	请随信附上收据复印件。
enforce	The city hired more inspectors to enforce parking rules.	城市聘用了更多检查员来执行停车规定。
enhance	A clear example can enhance your understanding of a word.	清楚的例句能加深你对单词的理解。
enlarge	Click the image to enlarge the small details.	点击图片放大细节。
enlighten	Could you enlighten us about the reason for the delay?	你能向我们说明延误的原因吗？
enormous	Moving the collection required an enormous amount of work.	搬迁这些藏品需要大量工作。
enrich	Travel can enrich your understanding of other cultures.	旅行可以丰富你对其他文化的理解。
enterprise	The small enterprise employs twenty people from the village.	这家小企业雇用了村里的二十个人。
environment	Reducing plastic waste helps protect the natural environment.	减少塑料垃圾有助于保护自然环境。
epidemic	The epidemic forced several schools to close temporarily.	这场流行病迫使几所学校暂时关闭。
equation	The student solved the equation on the board.	学生解出了黑板上的方程。
essence	The essence of the plan is to save time.	这项计划的核心是节省时间。
ethnic	The festival celebrates the region's different ethnic traditions.	这个节日展示了该地区不同的民族传统。
evoke	The smell of fresh bread can evoke childhood memories.	新鲜面包的香味能唤起童年回忆。
evolution|evolve	The exhibition shows the evolution of tools and how designs evolve.	展览展示了工具的演变及设计如何发展。
excel	She tends to excel in tasks that require careful observation.	她往往擅长需要细致观察的任务。
excerpt	The teacher read an excerpt from the opening chapter.	老师读了开篇章节的一段节选。
excessive	Excessive noise makes it difficult to study here.	过大的噪声让人在这里难以学习。
exclaim	Visitors often exclaim in surprise when they see the huge hall.	游客看见巨大的大厅时常会惊讶地叫出来。
exclude	These prices exclude delivery and installation costs.	这些价格不包括配送和安装费用。
exempt	Children under five are exempt from the entrance fee.	五岁以下儿童免门票。
exhibit	The museum will exhibit photographs of the old harbour.	博物馆将展出老港口的照片。
expend	Do not expend all your energy on the first task.	不要把全部精力都花在第一项任务上。
exploit	The firm hopes to exploit new opportunities in the export market.	公司希望利用出口市场的新机会。
expose|exposure	Do not expose the painting to sunlight; long exposure can fade its colours.	不要把画暴露在阳光下；长时间照射会使颜色褪去。
extinguish	The crew used water to extinguish the small fire.	工作人员用水扑灭了小火。
faculty	The faculty met to discuss changes to the curriculum.	全体教员开会讨论课程调整。
fade	The writing on the sign began to fade in the sun.	标牌上的字在阳光下开始褪色。
fantastic	We had a fantastic view of the mountains from our room.	从房间望去，山景美极了。
fatigue	After the long journey, fatigue made it hard to concentrate.	长途旅行后，疲劳使人难以集中注意力。
feedback	The teacher's feedback helped her improve the second draft.	老师的反馈帮助她改进了第二稿。
feminine	In French, this noun is feminine rather than masculine.	在法语中，这个名词是阴性而非阳性。
fierce	Fierce winds kept the fishing boats in the harbour.	猛烈的大风让渔船留在港内。
finance	The bank agreed to finance the new housing project.	银行同意为新住房项目提供资金。
finite	Our time is finite, so we must choose our priorities.	我们的时间有限，所以必须分清轻重缓急。
flap	The bird began to flap its wings before taking off.	鸟起飞前开始拍打翅膀。
fleet	The company replaced its old fleet of delivery vans.	公司更换了旧配送车队。
fling	Do not fling your bag onto the fragile table.	不要把包扔到那张不结实的桌上。
forbid	The rules forbid smoking inside the building.	规定禁止在建筑物内吸烟。
foremost	The safety of the children is our foremost concern.	孩子的安全是我们最关心的事。
foresee	Few people could foresee how quickly the market would change.	很少有人能预见市场会变化得这么快。
forge	The two schools hope to forge a closer partnership.	两所学校希望建立更紧密的合作关系。
forthcoming	Details will be announced at the forthcoming meeting.	细节将在即将召开的会议上公布。
fortunate	We were fortunate to find a room before the storm.	我们很幸运，在暴风雨前找到了房间。
frequency	The frequency of buses increases during the morning rush hour.	早高峰时公交车的发车频率会增加。
fruitful	The meeting led to a fruitful exchange of ideas.	会议促成了富有成效的意见交流。
frustrate	Repeated technical problems can frustrate even experienced users.	反复出现的技术问题甚至会让有经验的用户感到沮丧。
fulfill	She worked hard to fulfill her promise to the team.	她努力工作，履行对团队的承诺。
function	The main function of this tool is to measure distance.	这个工具的主要功能是测量距离。
furthermore	The room is quiet; furthermore, it is close to the library.	这个房间很安静，而且离图书馆很近。
gallery	The gallery displays work by artists from the town.	画廊展出了镇上艺术家的作品。
gear	A broken gear stopped the clock from working.	一个齿轮坏了，导致时钟停止运转。
giant	A giant tree shaded the whole courtyard.	一棵巨树给整个庭院遮了阴。
global	The company now sells its products on the global market.	这家公司如今向全球市场销售产品。
gorgeous	The garden looked gorgeous after the spring rain.	春雨过后，花园看起来美极了。
gradual	The training brought a gradual improvement in her speed.	训练使她的速度逐步提高。
graph|graphic	The graph provides a graphic comparison of the two budgets.	这张图对两份预算进行了图形化比较。
gratitude	She wrote a letter to express her gratitude for their help.	她写信表达了对他们帮助的感谢。
grown-up	Ask a grown-up to help you cross this busy road.	请一位成年人帮助你过这条繁忙的马路。
guidance	The new staff worked under an experienced engineer's guidance.	新员工在一位有经验的工程师指导下工作。
habitat	The wetland is an important habitat for migrating birds.	这片湿地是候鸟的重要栖息地。
handicap	Lack of transport was a handicap for rural businesses.	缺乏交通运输是乡村企业的一个障碍。
harassment	The policy explains how to report workplace harassment.	这项政策说明了如何举报职场骚扰。
hardship	The family endured great hardship during the long winter.	这个家庭在漫长冬季经历了极大困苦。
hardware	The problem lies in the hardware rather than the software.	问题出在硬件而不是软件上。
harsh	The plants cannot survive such harsh winter conditions.	这些植物无法在如此严酷的冬季条件下生存。
headmaster	The headmaster welcomed the new students at the gate.	校长在门口欢迎新学生。
headquarters	The company moved its headquarters to a larger city.	公司把总部搬到了一座更大的城市。
heighten	The sudden silence seemed to heighten their anxiety.	突然的沉默似乎加剧了他们的焦虑。
hence	The bridge is closed, hence the long line of traffic.	桥关闭了，因此车辆排起了长队。
henceforth	Henceforth, all visitors must sign in at reception.	从今以后，所有访客都必须在前台登记。
heritage	The town is proud of its rich cultural heritage.	小镇以其丰富的文化遗产为荣。
hierarchy	The diagram explains the hierarchy within the company.	这张图说明了公司的层级结构。
highlight	The report will highlight the most urgent problems.	报告将突出最紧迫的问题。
hinder	Heavy rain may hinder the rescue effort.	大雨可能妨碍救援工作。
historic	The agreement marked a historic change in their relationship.	这项协议标志着双方关系发生了历史性变化。
hitherto	The test revealed a hitherto unknown problem with the engine.	测试揭示了发动机一个迄今未知的问题。
hollow	The hollow log provided shelter for small animals.	空心树干为小动物提供了藏身处。
hover	The helicopter continued to hover above the ship.	直升机继续盘旋在船的上空。
humidity	High humidity makes the summer heat feel worse.	高湿度让夏季的炎热感觉更难受。
hypocrisy	His actions exposed the hypocrisy of his public promises.	他的行为暴露了其公开承诺的虚伪。
ignite	A spark can ignite dry grass in hot weather.	炎热天气里，一颗火星就能点燃干草。
immediate|imminent	The danger was imminent, so the team took immediate action.	危险迫在眉睫，因此团队立即采取行动。
immense	The project required an immense amount of patience.	这个项目需要极大的耐心。
impact	The new railway had a positive impact on local trade.	新铁路对当地贸易产生了积极影响。
impetus	The award gave fresh impetus to her research.	这个奖项给她的研究注入了新的动力。
incidence	The study compared the incidence of illness in two towns.	研究比较了两个城镇的疾病发生率。
inclusive	The school aims to create an inclusive learning environment.	学校致力于创造包容的学习环境。
incorporate	Please incorporate the latest figures into the final report.	请把最新数据纳入最终报告。
increasingly	More people are increasingly interested in flexible working hours.	越来越多的人对灵活工时感兴趣。
incredible	The runners showed incredible courage in the heavy rain.	跑步者在大雨中表现出惊人的勇气。
indignant	She felt indignant when someone unfairly blamed her team.	有人无端指责她的团队时，她感到愤慨。
induce	The offer of a discount may induce more people to subscribe.	折扣优惠可能促使更多人订阅。
inevitable	Some delay was inevitable after the road was closed.	道路关闭后，一定程度的延误不可避免。
infant	The nurse gently lifted the sleeping infant.	护士轻轻抱起熟睡的婴儿。
infectious	The clinic set aside a room for patients with infectious diseases.	诊所为传染病患者留出了一个房间。
infer	We can infer from the footprints that someone entered recently.	我们可以从脚印推断最近有人进来过。
infinite	The night sky seemed to stretch into infinite space.	夜空仿佛延伸到无限的空间。
ingredient	Flour is the main ingredient in this simple bread.	面粉是这种简单面包的主要原料。
inhabit|inhabitant	Few people inhabit the island, and every inhabitant knows the harbour.	岛上居民很少，每个居民都熟悉港口。
inherent	There are risks inherent in every new business.	每项新业务都有其固有风险。
inhibit	Fear of mistakes can inhibit a student's willingness to speak.	害怕犯错会抑制学生开口表达的意愿。
initiate	The school will initiate a new reading project next term.	学校将在下学期启动新的阅读项目。
input	The designer asked for input from the people using the building.	设计师征求了建筑使用者的意见。
insert	Insert your ticket into the slot beside the gate.	把车票插入闸门旁的插槽。
insight	The interview gave us insight into the writer's working habits.	采访让我们了解了作家的工作习惯。
institute	The research institute studies changes in the local climate.	这家研究机构研究当地气候变化。
institution	The university is an institution with a long teaching tradition.	这所大学是一家有悠久教学传统的机构。
instruct	The guide will instruct visitors on how to use the equipment.	导游将指导游客如何使用设备。
insulate	Thick curtains help insulate the room against the cold.	厚窗帘有助于房间隔寒保温。
integrate	The course helps students integrate theory with practical experience.	这门课程帮助学生把理论与实践经验结合起来。
intellectual	The debate presented an interesting intellectual challenge.	这场辩论提出了一个有趣的智力挑战。
interact	Small classes give students more chances to interact with teachers.	小班教学给学生更多与教师交流的机会。
intense	The intense heat made it difficult to work outside.	酷热让户外工作变得困难。
intensity	The intensity of the storm increased during the night.	夜里暴风雨的强度增大了。
intensive	She took an intensive course before travelling abroad.	出国前，她上了一门强化课程。
interface	The simple interface makes the app easy to use.	简洁的界面让这个应用容易使用。
intermediate	This class is designed for learners at an intermediate level.	这个班是为中等水平的学习者开设的。
intermittent	Intermittent rain forced us to stop work several times.	断断续续的雨迫使我们停工了几次。
internal	The meeting focused on internal communication within the team.	会议重点讨论了团队内部沟通。
Internet	She uses the Internet to study during her lunch break.	她利用午休时间上网学习。
interval	There is a short interval between the two lessons.	两节课之间有一段短暂的间隔。
intimate	The book describes an intimate friendship lasting many years.	这本书描写了一段持续多年的亲密友谊。
introduction	Read the introduction before starting the first chapter.	开始第一章前先读引言。
inverse|invert	Invert the fraction to obtain its multiplicative inverse.	把分数颠倒，就得到它的乘法逆元。
inward	The door opens inward, so leave space behind it.	门向内开，所以要在门后留出空间。
juvenile	The centre offers education and support to juvenile offenders.	该中心为未成年违法者提供教育和支持。
labor	The project requires skilled labor as well as new machines.	这个项目既需要熟练劳动力，也需要新机器。
lag	Poor internet service can cause remote teams to lag behind.	网络服务差会导致远程团队落后。
latent	The workshop helped reveal her latent talent for design.	这个工作坊帮助发现了她潜在的设计天赋。
lateral	The diagram shows the lateral movement of the machine.	图表显示了机器的横向移动。
latitude	The two cities lie at roughly the same latitude.	这两座城市大致位于同一纬度。
lawsuit	The company faced a lawsuit over the damaged property.	公司因财产损坏面临一场诉讼。
legend	According to local legend, a treasure lies beneath the tower.	据当地传说，塔下藏着宝物。
legislation	The new legislation aims to improve conditions for workers.	新的立法旨在改善工人的工作条件。
legitimate	The customer had a legitimate reason to request a refund.	顾客有正当理由要求退款。
liberal	Her parents took a liberal approach to her career choices.	她的父母对她的职业选择持开明态度。
liberty	The law protects personal liberty as well as public safety.	法律既保护个人自由，也维护公共安全。
likewise	The first team finished early, and the second team did likewise.	第一队提前完成了，第二队也一样。
limitation	Cost is the main limitation of this otherwise useful method.	成本是这种原本很实用的方法的主要局限。
literally	The phrase cannot be understood by translating each word literally.	逐字按字面翻译无法理解这个短语。
literary	The town holds a literary festival each spring.	这座小镇每年春季举办文学节。
local|locality	The local guide knows every footpath in this locality.	当地导游熟悉这一带的每条小路。
loom	The mountains loom above the small village.	群山巍然耸立在小村庄上方。
loop	The path forms a loop around the lake.	这条路环绕湖泊形成一个圈。
loose|loosen	Loosen the knot until the rope becomes loose.	把结松开，直到绳子变松。
loyal|loyalty	Loyal customers showed their loyalty by supporting the shop during repairs.	忠实顾客在商店维修期间继续支持它，表现出忠诚。
magnificent	The train offered a magnificent view of the valley.	从火车上可以欣赏到壮丽的山谷景色。
magnitude	The earthquake's magnitude was recorded by several monitoring stations.	几个监测站记录了这次地震的震级。
maintenance	Regular maintenance keeps the old lift running safely.	定期维护让旧电梯保持安全运行。
management	Good time management leaves room for both work and study.	良好的时间管理为工作和学习都留出了空间。
manifest	The effects of poor sleep often manifest themselves as tiredness.	睡眠不足的影响常表现为疲倦。
mankind	The discovery changed mankind's understanding of the natural world.	这一发现改变了人类对自然界的认识。
margin	Leave a wide margin on the left for comments.	在左侧留出较宽空白，供写评语。
maximum	The sign shows the maximum number of passengers allowed.	标牌显示了允许乘坐的最多人数。
meantime|meanwhile	The train was delayed; in the meantime, we ate, while other passengers waited nearby.	火车晚点了；在此期间我们吃了饭，其他乘客在附近等候。
mechanism	The lock contains a simple spring mechanism.	这把锁内有一个简单的弹簧机构。
media	The event attracted attention from the national media.	这件事引起了全国媒体的关注。
mediate	A neutral person helped mediate between the two groups.	一位中立人士帮助调解两个群体之间的分歧。
medium	Radio remains an important medium for reaching remote communities.	广播仍是联系偏远社区的重要媒介。
melody	She remembered the melody but forgot the words.	她记得旋律，却忘了歌词。
memorandum	The manager sent a memorandum explaining the new working hours.	经理发了一份备忘录说明新的工作时间。
memorial	The town built a memorial to remember the rescue workers.	小镇建了一座纪念碑，纪念救援人员。
menace	Loose dogs can be a menace to cyclists.	未拴绳的狗会威胁骑自行车的人。
merchant	The merchant brought tea and cloth to the market.	商人把茶叶和布匹带到了市场。
merge	The two offices will merge into a single department.	两个办公室将合并为一个部门。
metropolitan	Public transport connects the suburbs to the metropolitan centre.	公共交通把郊区与大都市中心连接起来。
militant	The militant group rejected the proposal for talks.	这个激进组织拒绝了会谈提议。
mill	The old mill used river water to grind grain.	旧磨坊利用河水碾磨谷物。
ministry	The education ministry announced funding for rural schools.	教育部门宣布为乡村学校提供资金。
minor|minority	Only a minority of passengers reported minor problems with the journey.	只有少数乘客反映旅途中有小问题。
minus	The price is fifty dollars minus a ten-dollar discount.	价格是五十美元减去十美元折扣。
miserable	The cold, wet weather made everyone feel miserable.	寒冷潮湿的天气让每个人都感到很难受。
misery	The long war brought misery to thousands of families.	漫长的战争给成千上万的家庭带来了苦难。
misfortune	Losing his job was a serious misfortune for the family.	他失业了，这对家庭是严重的不幸。
moan	We heard the patient moan softly in the next room.	我们听到隔壁病人轻轻呻吟。
mobilise	The town will mobilise volunteers to clean the riverbank.	小镇将动员志愿者清理河岸。
modernisation	The modernisation of the railway reduced journey times.	铁路现代化缩短了旅途时间。
modify	We can modify the plan after hearing your suggestions.	听过你的建议后，我们可以调整计划。
moisture	Keep the lid closed to prevent moisture from entering.	盖紧盖子，防止水汽进入。
momentum	The campaign gained momentum as more schools joined.	随着更多学校加入，这场活动的势头越来越强。
monetary	The volunteers received thanks but no monetary reward.	志愿者获得了感谢，但没有金钱报酬。
moral	The story ends with a simple moral about honesty.	故事结尾给出了一个关于诚实的简单寓意。
moreover	The course is useful; moreover, it fits my working hours.	这门课程很实用，而且适合我的工作时间。
motor	A small motor turns the blades inside the fan.	一个小马达带动风扇里的叶片旋转。
mourn	The whole village gathered to mourn the loss of their teacher.	全村人聚在一起悼念去世的老师。
movement	The camera can detect movement in a dark room.	摄像头能检测到黑暗房间内的移动。
multiple	The problem has multiple causes, so one change may not solve it.	问题有多个原因，因此一项改变可能无法解决它。
multiply	Small delays can multiply when several teams depend on each other.	几个团队相互依赖时，小延误可能不断增加。
muscle|muscular	The exercise strengthens the muscle and improves muscular control.	这个练习增强肌肉，并改善肌肉控制能力。
namely	Two items are missing, namely the map and the keys.	少了两样东西，即地图和钥匙。
narrative	Her narrative of the journey included many vivid details.	她对旅程的叙述包含许多生动细节。
necessitate	The damaged bridge may necessitate a change of route.	桥梁损坏可能使改道成为必要。
negative	Constant criticism had a negative effect on her confidence.	不断的批评对她的信心产生了负面影响。
neglect	Do not neglect regular breaks when studying for hours.	连续学习数小时时，不要忽视定时休息。
negotiate	The two sides will negotiate a new agreement next week.	双方下周将协商一份新协议。
nevertheless|nonetheless	The task was difficult; nevertheless, she completed it on time.	任务很难，然而她还是按时完成了。
noble	Helping children learn to read is a noble aim.	帮助孩子学会阅读是一个崇高目标。
nominal	The museum charges a nominal fee for entry.	博物馆象征性地收取一点门票费。
norm	Working from home has become the norm for this team.	居家办公已成为这个团队的常态。
notorious	This crossing is notorious for frequent traffic accidents.	这个路口因频繁发生交通事故而声名狼藉。
notwithstanding	Notwithstanding the rain, the volunteers continued their work.	尽管下雨，志愿者仍继续工作。
novelty	The novelty of the new game soon wore off.	新游戏的新鲜感很快消退了。
nucleus	A small group of volunteers formed the nucleus of the organisation.	一小群志愿者构成了这个组织的核心。
nurture	Good teachers nurture curiosity rather than simply provide answers.	好的教师培养好奇心，而不仅仅是提供答案。
nutrition	The course explains the importance of balanced nutrition.	这门课程解释了均衡营养的重要性。
obedient	The obedient dog sat quietly beside its owner.	那只听话的狗安静地坐在主人身边。
obesity	The study examined links between sleep and obesity.	这项研究考察了睡眠与肥胖症的联系。
objective	Our main objective is to make the service easier to use.	我们的主要目标是让服务更容易使用。
obsession	His obsession with perfect scores made studying stressful.	他对满分的痴迷让学习充满压力。
obstacle	A fallen tree was the only obstacle on the path.	一棵倒下的树是路上唯一的障碍。
odds	Preparing well can improve your odds of passing the interview.	充分准备可以增加你通过面试的机会。
offset	The lower rent helps offset the higher travel costs.	较低的房租有助于抵消较高的通勤费用。
offspring	The bird brings insects to feed its offspring.	鸟捉来昆虫喂养后代。
operational	The new bridge should be fully operational by Monday.	新桥应该能在周一前全面投入使用。
opponent	Her opponent proposed a completely different solution.	她的对手提出了一个完全不同的解决方案。
oppress	The ruler used strict laws to oppress ordinary people.	统治者用严苛的法律压迫普通百姓。
optical	The laboratory uses optical instruments to study tiny particles.	实验室使用光学仪器研究微小粒子。
optional	The final workshop is optional, so you may choose not to attend.	最后的工作坊是选修的，所以可以选择不参加。
orderly	Passengers left the train in an orderly manner.	乘客井然有序地下了火车。
organise	The students will organise a book sale to raise funds.	学生们将组织售书活动筹集资金。
organism	Even a tiny organism needs energy to survive.	即使是微小的生物也需要能量来生存。
outbreak	The outbreak of illness led to extra cleaning at the school.	疾病暴发后，学校加强了清洁。
outcome	We will not know the outcome until the tests are complete.	测试完成前，我们不会知道结果。
outer	Remove the outer layer before cutting the vegetable.	切这种蔬菜前先去掉外层。
outlook	The report gives a positive outlook for local tourism.	这份报告认为当地旅游业前景乐观。
output	The new equipment doubled the factory's daily output.	新设备使工厂的日产量翻了一番。
outset	Make the purpose clear at the outset of the meeting.	会议一开始就把目的说明白。
outstanding	She received an award for her outstanding contribution to teaching.	她因对教学的杰出贡献而获奖。
outward	His outward calm hid a great deal of worry.	他外表的平静掩盖了内心的许多担忧。
overall	The overall cost was lower than we expected.	总费用比我们预期的低。
overhear	I could overhear their conversation through the open window.	我透过开着的窗户无意中听到了他们的谈话。
overlap	Our shifts overlap for one hour every afternoon.	我们的班次每天下午重叠一个小时。
overnight	Heavy snow changed the view overnight.	大雪在一夜之间改变了景色。
overtake	It is dangerous to overtake on this narrow bend.	在这个狭窄弯道超车很危险。
packet	She opened a packet of seeds for the garden.	她打开了一包准备种在花园里的种子。
pact	The two countries signed a pact to protect the river.	两国签订了保护这条河流的协议。
paradigm	The discovery challenged the existing scientific paradigm.	这个发现挑战了现有的科学范式。
paragraph	Each paragraph should develop one main idea.	每个段落应该展开一个主要观点。
paralyse	A major power failure can paralyse the transport network.	一次大停电可能使交通网瘫痪。
parliament	The proposal will be debated in parliament next week.	议会将在下周辩论这项提案。
passerby	A passerby helped the lost child find the station.	一位过路人帮助迷路的孩子找到了车站。
paste	Copy the address and paste it into the form.	复制地址，然后把它粘贴到表格中。
patent	The engineer applied for a patent on the new device.	工程师为新设备申请了专利。
pathetic	The abandoned dog looked cold and pathetic.	那只被遗弃的狗看起来又冷又可怜。
pavement	Please keep your bicycle off the crowded pavement.	请不要把自行车骑上拥挤的人行道。
peaceful	The village is usually peaceful after sunset.	日落后，这个村庄通常很宁静。
peak	Electricity demand reaches its peak in the early evening.	用电需求在傍晚达到高峰。
peculiar	There was a peculiar smell coming from the cupboard.	橱柜里传来一股奇怪的气味。
penetrate	Sunlight could barely penetrate the thick forest.	阳光几乎穿不透茂密的森林。
percentage	What percentage of the class completed the assignment?	班里有百分之多少的人完成了作业？
periodical	The equipment requires periodical inspection to remain safe.	设备需要定期检查才能保持安全。
perish	Without enough water, the young plants may perish.	没有足够的水，幼苗可能死亡。
permeate	The smell of coffee began to permeate the room.	咖啡的香味开始弥漫整个房间。
perpetual	The room seemed to be in perpetual darkness.	房间仿佛永远笼罩在黑暗中。
perplex	The contradictory instructions may perplex new users.	相互矛盾的说明可能让新用户困惑。
persecute	The regime used the law to persecute its opponents.	这个政权利用法律迫害反对者。
persevere|persist	If you persevere, your skills improve even when difficulties persist.	即使困难持续存在，只要坚持不懈，技能就会提升。
personnel	All personnel must attend the safety briefing.	所有职员都必须参加安全说明会。
perspective	Talking to customers gave us a different perspective on the problem.	与顾客交谈让我们从不同角度看待问题。
petroleum	The country imports petroleum to meet its energy needs.	这个国家进口石油以满足能源需求。
petty	They wasted an hour arguing about petty details.	他们为琐碎细节争吵，浪费了一个小时。
physical	The job involves physical work as well as careful planning.	这份工作既需要体力劳动，也需要周密计划。
pickup	Your order will be ready for pickup after noon.	中午过后，你的订单就可以提货了。
pilgrim	The pilgrim walked for days to reach the temple.	这位朝圣者走了几天才到达寺庙。
pioneer	She was a pioneer in the use of computers in education.	她是将计算机应用于教育的先驱。
pistol	The museum displays a pistol used by a nineteenth-century officer.	博物馆展出了一支十九世纪军官用过的手枪。
plaster	The workers covered the damaged wall with fresh plaster.	工人用新石膏抹上受损的墙面。
platform	The train leaves from the platform on your left.	火车从你左侧的站台出发。
plausible	His explanation sounded plausible until we checked the dates.	在我们核对日期前，他的解释听起来似乎可信。
pledge	The company made a pledge to reduce plastic waste.	公司承诺减少塑料垃圾。
plentiful	Fresh fruit is plentiful here during the summer.	这里夏季有大量新鲜水果。
plug	Pull out the plug before moving the machine.	移动机器前先拔下插头。
pole	The flag was attached to a tall metal pole.	旗帜固定在一根高高的金属杆上。
ponder	She paused to ponder the meaning of his question.	她停下来思考他那个问题的含义。
porcelain	The delicate porcelain cup belonged to her grandmother.	那只精致的瓷杯曾属于她的祖母。
portable	A portable charger is useful on long journeys.	便携式充电器在长途旅行中很有用。
portrait|portray	The portrait attempts to portray the teacher's quiet confidence.	这幅肖像试图描绘老师沉静的自信。
postage	The price includes packaging but not postage.	价格包含包装费，但不包含邮费。
posture	A better chair can improve your sitting posture.	更好的椅子可以改善你的坐姿。
powerful	The film sends a powerful message about friendship.	这部电影传递了一个关于友谊的有力信息。
precaution	Keeping a copy is a simple precaution against losing your work.	保留副本是防止工作成果丢失的简单预防措施。
precedent	This decision may set a precedent for future cases.	这个决定可能为以后的案件开创先例。
predominant	Cost was the predominant factor in their decision.	费用是他们作决定时最主要的因素。
preface	The author explains her purpose in the preface.	作者在序言中解释了写作目的。
preferable	A short delay is preferable to an unsafe journey.	稍微延误比进行不安全的旅程更好。
preference	The form lets you state your preference for morning classes.	表格允许你注明对上午课程的偏好。
primitive	The shelter had only primitive cooking facilities.	避难所只有简陋的烹饪设施。
principle	The design follows the principle that simpler is often better.	这个设计遵循简单往往更好的原则。
prior	No prior experience is required for this introductory course.	这门入门课程不要求有先前经验。
probability|probable	The high probability of rain made a delay probable.	很高的降雨概率使延误成为很可能发生的事。
proceedings	The judge explained the next stage of the legal proceedings.	法官解释了法律程序的下一阶段。
procession	A long procession moved slowly through the town centre.	一支长长的队伍缓缓穿过镇中心。
proclaim	The notice will proclaim the official opening of the park.	公告将宣布公园正式开放。
productive|productivity	Short breaks can make a working day more productive and improve productivity.	短暂休息能让工作日更有成效，提高生产效率。
profile	The website includes a short profile of each teacher.	网站上有每位老师的简短介绍。
prolong	A careful repair can prolong the life of the machine.	认真维修可以延长机器的寿命。
prominent	Her name appeared in a prominent position on the poster.	她的名字出现在海报的显眼位置。
prompt	A prompt reply helped us solve the problem quickly.	及时回复帮助我们迅速解决了问题。
proof	Keep the receipt as proof that you paid.	保留收据作为已付款的证明。
propaganda	The exhibition examines the use of posters in wartime propaganda.	展览探讨了海报在战时宣传中的使用。
propagate	Gardeners can propagate these plants from small cuttings.	园丁可以用小枝条扦插繁殖这些植物。
proper	Make sure the equipment is stored in the proper place.	确保设备放在恰当的位置。
prosecute	The authorities may prosecute companies that deliberately break the law.	有关部门可能起诉故意违法的公司。
prospect	The prospect of a shorter commute pleased the staff.	通勤时间有望缩短，这让员工很高兴。
prosper|prosperity	Local businesses prosper when tourism brings prosperity to the town.	旅游业为小镇带来繁荣时，当地企业也会兴旺。
protein	Beans are an inexpensive source of protein.	豆类是价格低廉的蛋白质来源。
protest	Residents gathered to protest against the closure of the library.	居民聚集起来抗议图书馆关闭。
provision	The contract contains a provision about late delivery.	合同中有一项关于延迟交货的条款。
